ID,Steps
318570564,"in the other, add in the rest of the vegetables along with 1 cup of water bring this to a rolling boil, reduce to a simmer, and simmer until very very tender. when very tender, remove the vegetables from the heat, and blend these vegetables together (without draining) with the braggs, spices, sriracha and the additional 1/2 cup water."
318570564,mix the blended part of the soup with the simmered squash and apples.
318570564,"mix in the cubed tofu, gently re-heat and serve."
207858180,"in a large skillet, heat oil over medium heat."
207858180,"sautee garlic for about one minute, stirring constantly. do not burn."
207858180,add the chicken and cook until well done.
207858180,add the broccoli and cook until crisp but tender.
207858180,add basil; red pepper; salt and pepper to taste; wine and chicken broth. cook for about 5 minutes.
207858180,add the cooked and drained pasta to the skillet and toss to combine.
207858180,heat for 1 to 2 minutes
207858180,serve.
207858180,top with grated parmesan cheese if desired.
1447187011,heat 1 tablespoon oil in a 10-inch skillet over medium heat.
1447187011,"add the beef and cook until well browned on both sides and until desired doneness, about 10 minutes for medium-rare."
1447187011,remove the beef from the skillet.
1447187011,heat 1 tablespoon butter and the remaining oil in the skillet.
1447187011,"add the mushrooms and cook for 5 minutes or until tender, stirring occasionally."
1447187011,"add the shallot, garlic and rosemary and cook and stir for 30 seconds. stir in the concentrated broth, water and remaining butter and cook until the butter is melted."
1447187011,cut the beef diagonally against the grain into thin slices.
1447187011,serve the mushroom mixture with the beef.
478822967,make my perfect brown rice recipe below. while brown
478822967,rice is cooking prepare rest of meal.
478822967,perfect brown rice
478822967,1 cup uncooked brown rice
478822967,1 tsp. olive oil
478822967,2 cups filtered water
478822967,2 basil leaves (optional)
478822967,fix brown rice by cooking in 1 tsp. olive oil until lightly browned.
478822967,place 2 basil leaves on top of rice and add 2 cups water all at once. quickly put on lid and bring to boil. turn down heat to simmer until all water has evaporated (around 40 minutes).
478822967,heat oil in a wok or large frying pan.
478822967,add the garlic and cook on medium until lightly golden. watch carefully so you do not burn garlic.
478822967,"add the red chili peppers, cashew nuts and toasted coconut."
478822967,"mix together stevia, nama shoyu and apple cider vinegar together. cook over medium heat for 1 minutes."
478822967,push stir-fry to one side of pan and add flax on opposite end. cook and stir the flax egg for about a minute and then incorporate into stir-fry mixture.
478822967,"add the green beans, bok choy and brown rice to stir-fry. cook and stir on medium for another minute. bok choy will be wilted, but green beans will still be a bit crunchy."
478822967,spoon into serving dish and add lime wedge on side for squeezing over rice.
1846675894,combine all ingredients in a food processor until smooth.
1846675894,"fold mixture into a flat, sealable container and freeze for 1 hour or refrigerate overnight."
1846675894,"to make your own coconut butter, pulse shredded coconut in a food processor until smooth; about 8-12 minutes."
1565996295,"make polenta first. in a saucepan, bring water, milk, 1/4 olive oil and salt to a boil. reduce heat immediately, and pour in the corn. stirring very frequently, simmer corn for about 15 minutes, until very thick."
1565996295,"line a baking sheet with foil or parchment, and drizzle a bit of olive oil on it."
1565996295,"spread polenta on the sheet evenly, to about 1/2 thickness, and shape into a circle, just like a pizza crust."
1565996295,let cool until nicely set.
1565996295,heat the oven to 425f.
1565996295,"sprinkle polenta crust with freshly ground pepper, and bake for 30 minutes, until nicely browned around the edges. keep the oven on."
1565996295,"while crust is baking, prepare the toppings. in a skillet, heat 1 tbsp olive oil."
1565996295,"saute pancetta, shallots and garlic for about 7-8 minutes, until nicely golden and very fragrant. dont overcook."
1565996295,remove the pancetta topping into a bowl and set aside.
1565996295,"heat a bit more oil in the same skillet and saute baby spinach until wilted and dark green, for about 3 minutes or so. again, remove the spinach and set aside."
1565996295,"add pepper slices and saute for a couple of minutes until they are nicely wilted, for about 3-4 minutes."
1565996295,"layer your toppings atop polenta crust, starting with cheese crumbs, followed by pancetta mix, spinach, peppers, and finally pine nuts. arrange everything in a pretty way."
1565996295,"drizzle just a few drops more of olive oil, and put back in the oven for 4-5 minutes."
1565996295,slice like a pizza or cut into 3 inch squares.
1565996295,serve immediately.
976244162,preheat oven to 375f with the rack in middle position.make the scone
1935704273,"smoothie 1: blueberries, strawberries, pomegranate juice smoothie 2: mangos, orange juice"
1935704273,"if you have an immersion blender, place the ingredients for each smoothie into its own quart-sized mason jar or a really large cup. blend one smoothie, rinse off the blender, then blend the other.if youre using a blender, blend smoothies one at a time, rinsing the blender between uses."
1935704273,"pour the smoothies together into serving cups, creating a swirled effect."
1649313189,spray a 10-inch tube pan with a no-stick cooking spray.
1649313189,spread pecans evenly on bottom of pan.
1649313189,place rolls on pecans and then sprinkle pudding on top of rolls.
1649313189,mix sugar into melted butter.
1649313189,pour this mixture over nuts/rolls/pudding. cover and let stand overnight.
1649313189,bake at 350 degrees for 20-25 minutes. turn over and out onto plate at once.
1137999572,bring a large pot of water to a boil.
1137999572,saute about 1 teaspoon of dried red pepper in a 3 tbsp. olive oil.
1137999572,"add 5 cloves fresh minced garlic, 2 tbsp.fresh italian parsley, minced.when these ingredients are not, but not smoking, add 1 can tomatoes, chopped. (i like pomi tomatoes which comes in a box). stir, cover and cook untilthe sauce i heated. cook the penne in salted boiling water. cook until al dante."
1137999572,drain and add to sauce.
1137999572,"mix throughly just before serving, add some coarsely chopped fresh basil and a little more parsley."
1137999572,serve immediately.
43950624,"in a mixer, whisk the eggs and sugar until thick and pale in colour."
43950624,add the yogurt and zest of the citrus.
43950624,gradually add all the dry ingredients and combined well.
43950624,incorporate the olive oil and mix.
43950624,pour into the round baking tin (20-23cm) lined with baking paper (or use a silicone round mold for cakes) and bake for 35 minutes at 180c (160c fan) or if pierced with a skewer it comes out clean.
43950624,remove cake from the oven and pierce all over with a skewer.
43950624,pour the syrup all over the cake and cool slightly before serving.
43950624,syrup
43950624,"add almonds, raisins, cranberries, honey and orange juice to a pot and bring to the boil. cook for 1 - 2 minutes."
